Lay have argue that hand over the document would be a violation of he fifth amendment rights against self-incrimination .	Lay have refuse to turn over the papers , assert he Fifth Amendment right against self-incrimination .	3.8000
Strayhorn say it be the first time in Texas history a comptroller have not certify the appropriation act .	in a news release Thursday , Strayhorn say this be the first time a comptroller reject a budget .	3.2000
exclude the charge , analyst , on average , expect a loss of 11 cent a share .	analyst poll by Thomson Financial First Call have be expect to see a loss of about 11 cent a share from continue operation .	3.8000
security expert be warn that a new mass-mailing worm be spread widely across the internet , sometimes pose as e-mail from the Microsoft founder .	a new worm have be spread rapidly across the internet , sometimes pretend to be a e-mail from Microsoft Chairman Bill Gates , antivirus vendor say Monday .	4.8000
Mr Sahel say police have identify the body of seven of the 14-strong cell believe to have carry out the five almost simultaneous attack on Saturday .	he say police have identify the body of seven of the 14 bomber who launch five almost simultaneous raid Friday night .	4.0000
only New Jersey now ban holder of learner permit or intermediate licens from use cell phone , pager or other wireless device while drive .	in addition , the NTSB also recommend to NHTSA that state legislation be enact to prohibit holder of learner permit and intermediate licens from use mobile phone while drive .	1.4000
the University of Michigan release today a new admission policy after the U.S. Supreme Court strike down in June the way it previously admit undergraduate .	the University of Michigan plan to release a new undergraduate admission policy Thursday after its acceptance requirement be reject by the U.S. Supreme Court in June .	4.2000
the audiotape air last week by the Arab Al-Jazeera television network appear to be a effort to incite attack .	a audiotape air last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survive the war .	1.8000
the company do not detail the cost of the replacement and repair .	but company official expect the cost of the replacement work to run into the million of dollar .	2.0000
Dean tell reporter travel on he 10-city `` Sleepless Summer '' tour that he consider campaigning in Texas a challenge .	today , Dean end he four-day , 10-city `` Sleepless Summer '' tour in Chicago and New York .	2.6000
`` I feel that if I disagree with Rosie too much I would lose my job , '' she say .	Cavender do say : `` I feel that if I disagree with Rosie too much I would lose my job . ''	3.2500
the american decision provoke a angry reaction from the european Commission , which describe the move as `` legally unwarranted , economically unfounded and politically unhelpful '' .	the european Commission , the EU 's powerful executive body , describe the move as `` legally unwarranted , economically unfounded and politically unhelpful . ''	3.7500
Ms. Cripps-Prawak leave last Friday , two day after the department introduce a plan to distribute medical marijuana through doctor ' office .	the director of the Office of Medical access , Cindy Cripps-Prawak , leave she job after the department introduce a plan to distribute marijuana through doctor ' office .	4.2500
during 2001 and 2002 , Morgenthau say , wire transfer from just four of Beacon Hill 's 40 account total more than $ 3.2 billion .	wire transfer from four of the 40 account open at Beacon Hill total more than $ 3.2 billion from 2001 to 2002 , Morgenthau say .	4.7500
last year , he make a unsuccessful bid for the democratic nomination for governor .	he run last year for the democratic nomination for Texas governor , but lose the primary to multimillionaire Tony Sanchez .	3.2500
the nation 's largest retailer have tell its 100 top supplier they have to start use electronic tag on all pallet of goods by Jan. 25 , 2005 .	Wal-Mart have tell its top 100 supplier that they will need to have radio-frequency id system in place for track pallet of goods through the supply chain by Jan. 25 , 2005 .	3.7500
he be take to a hospital for precautionary x-ray on he neck .	Harvey be take to St. Luke 's hospital for precautionary neck x-ray , which come back negative .	3.2500
the bill say that a woman who undergo such a abortion could not be prosecute .	a woman who undergo such a abortion could not be prosecute under the bill .	5.0000
there be 103 democrat in the assembly and 47 republican .	Democrats dominate the assembly while Republicans control the Senate .	2.0000
`` I come basically to Washington to establish relationship and to make sure that we be get more federal money to California , '' Schwarzenegger say after meet with congressional Republicans .	`` I come to Washington basically to establish relationship and make sure we be get more federal money , '' Schwarzenegger say after one meeting .	4.2000
the latest snapshot of the labor market be slightly better than economist be expect ; they be forecast claim to fall no lower than 410,000 for last week .	despite problem in the job market , the latest snapshot of the labor market be slightly better than economist be expect .	3.4000
Chante Jawan Mallard , 27 , go on trial Monday , charge with first-degree murder .	Chante Jawaon Mallard , 27 , be charge with murder and tamper with evidence .	3.0000
Linda Saunders plead guilty in federal court to six charge , include extortion , money laundering and conspiracy .	former Phipps aide Linda Saunders and Bobby McLamb have both plead guilty to federal charge include extortion .	2.7500
Vivendi share close 3.8 percent up in Paris at 15.78 euro .	Vivendi share be 0.3 percent up at 15.62 euro in Paris at 0841 GMT .	2.6000
Microsoft have identify the freely distribute Linux software as one of the biggest threat to its sale .	the company have publicly identify linux as one of its biggest competitive threat .	3.4000
Antonio Monteiro de Castro , 58 , currently director of the group 's Latin America & Caribbean operation , will become chief operate officer from the same date .	bat also say Antonio Monteiro de Castro , director for Latin America and the Caribbean , would become chief operate officer on January 1 , 2004 .	3.6000
`` spin and manipulative public relation and propaganda be not the answer , '' it say .	the report add that `` spin '' and manipulative public relation `` be not the answer , '' but that neither be avoid the debate .	3.6000
another shooting link to the spree occur Nov. 11 at Hamilton Central Elementary in Obetz , about two mile from the freeway .	the latest shooting link to the spree be a Nov. 11 shooting at Hamilton Township Elementary School in Obetz , about two mile from the freeway .	4.8000
on Tuesday , the central bank leave interest rate steady , as expect , but also declare that overall risk be weighted toward weakness and warn of deflation risk .	the central bank 's policy board leave rate steady for now , as widely expect , but surprise the market by declare that overall risk be weighted toward weakness .	4.0000
fighting erupt after four north korean journalist confront a dozen south korean activist protest human rights abuse in the North outside the main media centre .	trouble flare when at least four north korean reporter rush from the Taegu media centre to confront a dozen activist protest against human rights abuse in the North .	3.4000
dusty have battle kidney cancer for more than a year .	dusty have surgery for cancer in 2001 and have a kidney remove .	2.4000
Kadyrov be not injure , but four of he bodyguard be among those kill .	but Itar-Tass news agency say four of he bodyguard be among those kill by the bomb .	3.0000
the commission estimate California lose $ 1.34 billion -- the most of any state -- to tax shelter in 2001 .	the commission estimate California lose $ 937 million to corporate tax shelter in 2001 .	2.7500
the official do not say whether U.S. force cross into syrian territory and be vague about how the syrian border guard become involve .	U.S. official do not say whether american force , who be act on intelligence , cross into syrian territory and be vague about how the syrian guard be involve .	4.0000
VeriSign introduce its site finder service on Sept. 15 .	the battle around VeriSign `` s three-week-old site finder service rage on .	1.7500
Druce be still be hold at the prison and be now in isolation , she say .	Druce last night be hold in isolation at the same prison .	4.5000
they leader , Abu Bakr al-Azdi , turn himself in in June ; he deputy be kill in a recent shootout with saudi force .	they leader , Abu Bakr al-Azdi , surrender in June ; he deputy be kill in a shoot-out with saudi force recently .	5.0000
after Freitas ' opening statement , King County Superior Court Judge Charles Mertel recess trial until after the Thanksgiving weekend .	King County Superior Court Judge Charles Mertel will then recess the trial until Monday .	3.0000
Google 's investor include prominent vc firm Kleiner Perkins Caufield & Byers and Sequoia Capital , the paper note .	Google 's early stage backer in include california-based Stanford University and VC firm Kleiner Perkins and Sequoia Capital .	2.8000
July 1st be the sixth anniversary of Hong Kong 's return to chinese rule .	the rally overshadow ceremony mark the sixth anniversary of Hong Kong 's return to China on 1 July 1997 .	2.6670
Palm Wednesday announce plan to acquire Handspring , a company start by Jeff Hawkins , regard by many as the father of the Palm handheld .	Palm say on Wednesday it plan to buy Handspring , a company create by renegade Palm co-founder Jeff Hawkins .	4.0000
the government recently shelve peace talk with the MILF , be broker by Malaysia , after a string of attack , include three bombing , on Mindanao .	the government recently shelve peace talk be broker by neighbour Malaysia after a spate of attack on Mindanao , include three deadly bombing , that it blame on the MILF .	4.2500
the company post a profit of $ 54.3 million , or 22 cent per share , in the year-ago period .	that be up from the year-ago quarter , when the company earn $ 54.3 million , or 22 cent a share .	4.1760
join Boston on Monday be the Massachusetts community of Watertown , Saugus and Framingham .	along with Boston , Watertown , Saugus and Framingham also be go smoke-free Monday .	3.0000
israeli soldier knock down empty mobile home and water tower in 10 tiny West Bank settlement outpost overnight as part of a us-backed mideast peace plan .	israeli soldier begin tear down settlement outpost in the West Bank yesterday - a israeli obligation under a new mideast peace plan .	3.8000
the union have not yet reveal which chain would be target .	the union say it would reveal later which chain would be target .	4.6000
get it all out , '' say Howard Davidowitz , chairman of Davidowitz & Associates , a national retail consulting firm base in New York City .	innocent or not , `` she be damage goods , '' say Howard Davidowitz , chairman of Davidowitz & Associates , a national retail consulting firm in New York .	1.4000
the update product include Pylon pro , Pylon Conduit , Pylon Anywhere , and Pylon application server .	the new product on the desktop side include the latest version of Pylon Conduit and Pylon pro .	2.8000
turkish authority have say all the suicide bomber be Turks .	Ankara say all four suicide bomber be turkish .	4.2000
in April , it have forecast operating earnings in the range of 60 to 80 cent a share .	Kodak expect earnings of 5 cent to 25 cent a share in the quarter .	1.0000
from Florida to Alaska , thousand of reveler vow to push for more legal rights , include same-sex marriage .	thousand of reveller , celebrate the decision , vow to push for more legal rights , include same-sex marriage .	4.2000
other with such a status be Egypt , Israel , and Australia .	nation like Israel and Australia already have such status .	2.5000
the finding appear in Wednesday 's Journal of the American Medical Association -lrb- news - web site -rrb- .	the result be to be publish in Wednesday 's issue of the Journal of the American Medical Association .	3.5000
additionally , the h2210 's cradle have room to charge a second battery .	the cradle for the h2200 have space for recharge a second battery .	4.7500
one of the 14 Kurds point at the word `` refugee '' in a english/turkish dictionary .	one man have brandish a english-turkish dictionary and point to the word `` refugee '' .	3.5000
`` close co-operation between law-enforcement agency and intelligence service lie at the heart of the ongoing fight against terrorism , '' Mr Howard say .	close cooperation between regional law enforcement agency and intelligence service be at the heart of the fight against terrorism , he say .	4.0000
in 2006 , the group say the market will rebind 29.6 percent to $ 21.3 billion in sale .	in 2006 , Asia Pacific will report growth of 7.9 percent to $ 81.8 billion .	2.0000
Captain Robert Ramsey of the US 1st Armoured Division say a truck have explode outside the building about 11am , and that one of the compound 's outer wall have collapse .	Captain Robert Ramsey of US 1St Armored Division say a truck have explode outside the building at around 11 am .	3.2000
this northern autumn US trainer will work with soldier from four north african country on patrolling and gathering intelligence .	later this year , the command will send trainer with soldier from four north african nation on patrolling and intelligence gathering mission .	3.8000
`` the figure be become catastrophic , '' say Dr. Patrick Pelloux , the president of the association of emergency room physician .	this be unacceptable , '' say Patrick Pelloux , the president of France 's Association of Emergency doctor .	2.5000
`` whatever have happen to you by way of punishment be certainly more than enough , '' Covello tell the 49-year-old , whose family , friend and supporter fill half the courtroom .	`` what have happen to you , sir , by way of punishment , be certainly more than enough , '' Covello say .	3.0000
the mother also allege in the lawsuit that she be sexually assault by one of the guard .	the mother also contend that she be sexually assault by one of the guard during the 1998 confrontation .	4.0000
yes , from today flash memory purchase from AMD or Fujitsu will be brand Spansion .	Spansion Flash memory solution be available worldwide from AMD and Fujitsu .	2.6250
the world 's two largest automaker say they U.S. sale decline more than predict last month as a late summer sale frenzy cause more of a industry backlash than expect .	domestic sale at both GM and no. 2 Ford Motor Co. decline more than predict as a late summer sale frenzy prompt a larger-than-expected industry backlash .	3.2000
a tropical storm rapidly develop in the Gulf of Mexico Sunday and be expect to hit somewhere along the Texas or Louisiana coast by Monday night .	a tropical storm rapidly develop in the Gulf of Mexico on Sunday and could have hurricane-force wind when it hit land somewhere along the Louisiana coast Monday night .	4.0000
the pressure may well rise on Thursday , with national coverage of the final round plan by ESPN , the cable sport network .	the pressure will intensify today , with national coverage of the final round plan by ESPN and word that be even more difficult .	3.2000
Pataki praise Abraham 's decision , and LIPA Chairman Richard Kessel say the cable should be keep in operation permanently .	LIPA Chairman Richard Kessel say that mean the cable could be use `` as we see fit .	2.4000
Dynes come to uc San Diego in 1991 after 22 year as a physicist with AT&T Bell Labs .	Dynes have be at uc San Diego since 1991 after spend 22 year with AT&T Bell Labs , where he work on superconductor and other material .	3.6000
meningitis be a infection of the spinal cord fluid and the tissue around the brain .	meningitis be a infection of the fluid in a person 's spinal cord and around the brain .	4.6000
Mayor Joe T. Parker say late Thursday that the three worker be two man and a woman who be inside the building when the first blast occur .	the miss worker , two man and a woman , be inside the building when the first blast occur , Mayor Joe T. Parker say .	4.4000
london-based NCRI official Ali Safavi tell Reuters : `` we condemn this raid , which be in we view illegal and morally and politically unjustifiable . ''	`` we condemn this raid which be in we view illegal and morally and politically unjustifiable , '' london-based NCRI official Ali Safavi tell Reuters by telephone .	4.6000
it explode in he hand , but the former italian prime minister be unhurt .	the letter bomb send to Prodi explode in he hand but he be unhurt .	3.6000
Halabi 's military attorney , Air Force Maj. James Key , deny the charge , which could carry a death penalty .	the attorney represent al-Halabi , Air Force Maj. James Key III , deny the charge , accord to the Associated Press .	3.2000
Waksal , in a letter to the court , say : `` I tear my family apart .	in seek leniency , Waksal apologize to the court , he employee and he family .	2.0000
since early May , the city have receive 1,400 report of dead blue jay and crow , Jayroe say .	since early May , the city have receive 1,400 report , he say .	2.8000
but Forest , the Freedom Organisation for the Right to enjoy Smoking tobacco , say : '' mention the word prohibition and everyone know what happen there .	forest , the Freedom Organisation for the Right to enjoy Smoking tobacco , say it have greet the Lancet 's call with `` amusement and disbelief ' '' .	1.6000
once convert , BayStar will own a aggregate of approximately 2.95 million share of SCO common stock or 17.5 percent of the company 's outstanding share .	the investment give Larkspur , calif.-based BayStar more than 2.9 million share of SCO common stock , or 17.5 percent of the company 's outstanding share .	4.0000
OPEC producer at a meeting on Wednesday be set to pressure independent oil exporter to contribute to the cartel 's next supply cut to allow for the return of iraqi oil .	OPEC this week be set to pressure independent exporter to back the cartel 's next supply cut to prevent the resumption of iraqi export undercut oil price .	2.8000
the Federal Trade Commission -lrb- FTC -rrb- ask Congress today for additional authority to fight unwanted internet spam , which now account for up to half of all e-mail traffic .	the Federal Trade Commission ask Congress yesterday for broader power to attack the rapidly grow problem of spam , which new study show account for half of all e-mail traffic .	5.0000
a federal grand jury indict they on Tuesday ; the document be seal until yesterday to allow authority to make arrest .	Federal official say the document remain seal until Thursday morning to allow authority to make arrest in five western state .	3.4000
people who have oppose these action throughout be now try to find fresh reason to say this be not the right thing to do . ''	`` what be happen here be that people who have oppose this action throughout be try to find fresh reason why it be not the right thing to do . ''	4.0000
Richard Miller remain hospitalize after undergo a liver transplant , but he wife have recover .	Richard Miller , 57 , survive a lifesaving liver transplant but remain hospitalize .	3.2000
Sequent representative could not immediately be reach for comment on the SCO announcement .	a spokesman for SCO could not be reach for comment this afternoon .	3.8000
the proportion of people cover by employer drop from 62.3 percent in 2001 to 61.3 percent last year .	the proportion of Americans with insurance from employer decline to 61.3 percent , from 62.6 percent in 2001 and 63.6 percent in 2000 .	3.2000
world no. 2 Lleyton Hewitt have accuse the association of tennis professional of malice , include a alleged attempt last year to dupe he into refuse a drug test .	World no. 2 Lleyton Hewitt have accuse he professional peer of long-standing malice , include a attempt last year to dupe he into refuse a drug test .	4.0000
MSN Messenger 6 will be available for download start at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp .	the MSN Messenger 6 software will be available from 11 a.m. pst on Wednesday , accord to Microsoft .	3.2500
in connection with the incident , I have acknowledge that I behave inappropriately . ''	`` I have acknowledge that I behave inappropriately , '' he say .	4.2500
a spokesman say : `` since November , we have co-operate fully with the police .	it add it have `` co-operated fully '' with police since November .	4.2500
woman who eat potato and other tuberous vegetable during pregnancy may be at risk of trigger type 1 diabetes in they child , Melbourne researcher believe .	australian researcher believe they have find a trigger of type 1 diabetes in child - they mother eat potato and other tuberous vegetable during pregnancy .	4.2500
the broad Standard & Poor 's 500 index . spx inch up 3 point , or 0.32 percent , to 970 .	the technology-laced Nasdaq Composite Index . IXIC lose 2 point , or 0.18 percent , to 1,649 .	0.7500
people who once think they blood pressure be fine actually may be well on they way to hypertension under new U.S. guideline publish on Wednesday .	people who once think they blood pressure be fine actually need to start exercise and eat better , accord to new U.S. guideline publish on Wednesday .	3.0000
Amazon also report that the New York Attorney General 's office have settle civil fraud charge with one of the spoofer it identify .	Amazon and the New York attorney general 's office have already settle with one of the alleged e-mail forger .	3.7500
the lead actress nod go to energetic newcomer Marissa Jaret Winokur as Edna 's daughter Tracy .	Marissa Jaret Winokur , as Tracy , win for best actress in a musical .	4.0000
`` it appear from we initial report that this be a textbook landing consider the circumstance , '' Burke say .	Said Mr. Burke : `` it be a textbook landing consider the circumstance . ''	4.0000
Allegiant share rise $ 4 , or $ 17.2 percent , to $ 27.43 in Thursday morning trading on the Nasdaq Stock Market .	Allegiant 's stock close Wednesday at $ 23.40 , up 64 cent , in trading on the Nasdaq market .	2.0000
by state law , 911 call be not public information and be not release .	by law , 911 call be not public information in Rhode Island .	3.4000
the ADRs fall 10 cent to $ 28.95 at 10:06 a.m. in New York Stock Exchange composite trading today .	share of Fox Entertainment Group Inc. , News Corp. 's U.S. media and entertainment arm , fall 45 cent to $ 26.85 in New York Stock Exchange composite trading .	1.4000
Bremer say one initiative be to launch a $ 70 million nationwide program in the next two week to clean up neighborhood and build community project .	Bremer say he would launch a $ 70-million program in the next two week to clean up neighborhood across Iraq and build community project , but give no detail .	3.4000
the Nasdaq composite index add 30.46 point , or 2 percent , to 1,520.15 .	the Nasdaq have a weekly gain of 17.27 , or 1.2 percent , close at 1,520.15 after gain 30.46 yesterday .	2.4000
the British Foreign Office say Monday that coalition authority in Iraq be please that the man be free .	the British Foreign Office say it have mediate the two man 's release .	2.6000
Wal-Mart estimate more than 100 million Americans visit they store every week .	each week 138 million shopper visit Wal-Mart 's 4,750 store .	2.8000
add Mr. Prodi : `` maybe , but the old age help we to understand we strength and we weakness . ''	`` maybe , but the old age help we to understand we strength and we weakness and the reality of the world .	3.2000
`` I be proud that I stand against Richard Nixon , not with he , '' Kerry say .	`` I march in the street against Richard Nixon and the Vietnam War , '' she say .	2.4000
share of Corixa be gain 71 cent , or 10 % , to $ 7.91 on the Nasdaq .	in late-morning trading on the Nasdaq Stock Market , Corixa be up 74 cent , or 10 % , at $ 7.94 .	3.2500
spokesman for the FBI , CIA , Canadian Security Intelligence Service and Royal Canadian mount police decline to comment on El Shukrijumah 's stay in Canada .	the FBI , CIA , Canadian Security Intelligence Service and Royal Canadian mount police decline to comment on the Washington Times report .	2.7500
`` this have be a persistent problem that have not be solve , '' investigation board member Steven Wallace say .	`` this be a persistent problem which have not be solve , mechanically and physically , '' say board member Steven Wallace .	4.0000
`` american do not cut and run , we have to see this misadventure through , '' she say .	she also pledge to bring peace to Iraq : `` american do not cut and run , we have to see this misadventure through . ''	3.6000
`` there be no doubt about the chemical programme , biological programme , indeed nuclear programme , indeed all that be document by the UN , '' he say .	he add : `` there be no doubt about the chemical programme , the biological programme and indeed the nuclear weapon programme .	3.8000
Ridge say no real explosive or harmful device will be use in the exercise .	Ridge say that no actual explosive or other harmful substance will be use .	4.6000
this be America , my friend , and it should not happen here , '' he say to loud applause .	`` this be America , my friend , and it should not happen here . ''	3.2500
on May 1 , he crawl through a narrow , wind canyon , rappell down a 60-foot cliff and walk some six mile down the canyon .	he crawl through a narrow , wind canyon , rappell down a 60-foot cliff , and walk some six mile down the canyon near Canyonlands National Park in southeastern Utah .	3.7500
Amnesty International have say that over the past 20 year it have collect information about 17,000 disappearance in Iraq but the actual figure may be much higher .	Amnesty International say that over the past 20 year it have collect information about 17,000 disappearance in Iraq .	4.0000
Texas Instruments climb $ 1.37 to $ 19.25 yesterday and Novellus Systems Inc. advance $ 1.76 to $ 36.31 .	Texas Instruments climb $ us1 .37 to $ us19 .25 and Novellus Systems advance $ us1 .76 to $ us36 .31 , each have be raise to `` overweight '' by Lehman .	3.7500
she ask to be excuse from last week 's Cabinet session to prepare for a meeting with the president of Rwanda and Uganda .	she take the highly unusual step of skip cabinet to attend a meeting with the president of Rwanda and Uganda .	3.4550
in a mixture of ancient pagan and modern christian rite , the villager have stage a series of ceremony hope to erase the misfortune they believe have keep they poor .	in a mixture of ancient melanesian pagan and modern christian ceremony the people try again to erase the misfortune they believe have keep they poor since that long-ago meal .	4.0000
the Dow Jones industrial average . dji edge up 13.33 point , or 0.15 percent , to 9,196.55 .	the Dow Jones industrial average < . dji > be off 7.75 point , or 0.08 percent , at 9,175.47 .	2.5000
Monkeypox be usually find only in central and western Africa .	Prairie dog , usually find in southwestern and western state , be not indigenous to Wisconsin .	0.2500
the film be the second of a trilogy , which will wrap up in November with the Matrix Revolutions .	`` Reloaded '' be the second installment of a trilogy ; `` the Matrix Revolutions '' be slate for debut in November .	3.8330
in addition , the Justice Department say that the FBI have conduct '' fewer than 10 '' investigation involve visit to mosque .	in addition , `` fewer than 10 '' FBI office have conduct investigation involve visit to islamic mosque , the Justice Department say .	3.7500
the launch coincide with the JavaOne developer ' conference in San Francisco this week .	the news also come in conjunction with Suns annual JavaOne developer conference in San Francisco .	3.2500
a Royal Duty be base on he experience with Diana , Princess of Wales and letter allegedly to and from she .	the royal household be brace itself for any more revelation in a Royal Duty , base on the former servant 's time with Diana , Princess of Wales .	2.7500
the army say the raid , which come just day after israeli troops shoot and kill Abdullah Kawasme , the Hamas leader in the city , target militant in Hamas .	the arrest come just day after israeli troops shoot and kill Abdullah Kawasme , the militant group 's leader in Hebron .	3.0000
SARS go on to claim the life of 44 people in the Toronto area , include two nurse and a doctor .	the virus kill 44 people in the Toronto area , include one doctor and two nurse .	3.2000
Apple Computer 's new online music service sell more than 1 million song during its first week of operation , the company say Monday .	Apple Computer Inc. say Monday it exceed record industry expectation by sell more than 1 million song since the launch of its online music store a week ago .	4.6000
he have be arrest twice before for trespassing and bar from the complex - home to he mother and two child .	he have be arrest twice before for trespassing and be bar from the complex .	3.6000
Oracle Corp 's Chairman and CEO Larry Ellison do not rule out sweeten the company 's unsolicited offer to acquire rival PeopleSoft Inc. .	Oracle chairman Larry Ellison have hint that the company could yet again increase its offer for rival PeopleSoft .	4.4000
the portuguese weather service say Europe 's heatwave be cause by a mass of hot , dry air move from the southeast .	the heatwave be due to a mass of hot , dry air from the southeast , say Mario Almeida of Portugal 's weather service .	4.0560
`` spending taxpayer dollar to create terrorism bet parlor be as wasteful as it be repugnant , '' they announce at a press conference yesterday .	`` spending taxpayer dollar to create terrorism bet parlor be as wasteful as it be repugnant , '' Wyden and Dorgan say Monday in a letter to the Pentagon .	3.5000
still , the `` somewhat ambiguous ruling '' might be a setback for Static Control depend on how it develop its compete product , Merrill Lynch analyst Steven Milunovich say .	but Merrill Lynch analyst Steven Milunovich say the `` somewhat ambiguous ruling '' by regulator might be a setback for Static Control depend on how it develop its compete product .	5.0000
the monkey could track they progress by watch a schematic representation of the arm and its motion on a video screen .	the arm be keep in a separate room , but the monkey could track they progress by watch a representation of the arm and its motion on a video screen .	4.0000
that trigger a 47-hour police standoff that inconvenience thousand of commuter , as traffic back up in downtown Washington and northern Virginia .	he protest lead to a 47-hour standoff with police that cause huge traffic jam in downtown Washington and northern Virginia .	4.0000
the Standard & Poor 's 500 index advance 6.48 , or 0.7 per cent , to 990.51 .	the broader Standard & Poor 's 500 Index . SPX rise 6.48 point , or 0.66 percent , to 990.51 .	4.7500
Agriculture minister from more than one hundred nation be expect to attend the three-day Ministerial Conference and Expo on Agricultural Science and Technology sponsor by the U.S. Department of Agriculture .	U.S. Agriculture Secretary Ann Veneman kick off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday .	3.7500
complicate the situation be the presence of battle-hardened Liberians who have be fight on both side .	fighting have continue sporadically in the west , where it be complicate by the presence of battle-hardened Liberians on both side .	4.0000
this year the Audubon Society once again host its annual Christmas Bird Count .	it be the National Audubon Society 's annual Christmas Bird Count , now in its 104th season .	3.5000
before it be remove , the site list in broken English the rule for hacker who might participate .	organizer establish a web site , http://defacerschallenge.com , listing in broken English the rule for hacker who might participate .	3.0000
doctor have speculate that the body 's own estrogen protect against cell damage and improve blood flow .	they belief be base on speculation that estrogen prevent cell damage and improve blood flow .	4.2000
they also find shortness be associate with a family history of hearing loss .	Shortness be find twice as often in those with hearing loss .	3.4000
Cisco executive say they be encourage by $ 1.3 billion in cash flow and the increase in net income , but hope for a rebound .	Cisco executive be encourage by $ 1.3 billion in cash flow and the increase in net income , but say they remain `` cautiously optimistic '' about a rebound .	4.6000
in a e-mail statement to the Knoxville News Sentinel , Shumaker say , '' I be not give any consideration to resignation .	I be not give any consideration to resignation , '' Shumaker say in a statement .	4.0000
a poll show that the FBI bugging of the mayor have give a boost to he reelection effort against GOP opponent Sam Katz .	a poll release this week show that the FBI bugging of the mayor have give a boost to he re-election effort .	4.0000
the injured passenger at John Peter Smith Hospital die later Friday morning , Jones say .	the injured passenger at John Peter Smith die later in the morning ; he name have not be release , Jones say .	3.6430
doctor have plan to deliver he two week early , on or around November 14 .	a caesarean have originally be plan in mid - November , two week early .	3.6000
sobig.f spread when unsuspecting computer user open file attachment in email that contain such familiar heading as `` thank you ! , '' `` Re : detail '' or `` Re : that movie . ''	the virus spread when unsuspecting computer user open file attachment in email that contain familiar heading like `` thank you ! '' and `` Re : detail '' .	4.0000
the technology-laced Nasdaq Composite Index . IXIC rise 17.26 point , or 1.06 percent , to 1,640.06 , base on the latest datum .	the broader Standard & Poor 's 500 index < . spx > gain 5.51 point , or 0.56 percent , to 981.73 .	1.0000
founder of the group be Matsushita Electric , Sony , Hitachi , NEC , Royal Philips Electronics , Samsung , Sharp and Toshiba .	celf 's founding member be Hitachi , Matsushita , NEC , Philips , Samsung , Sharp , Sony , and Toshiba .	3.4000
be it in the food supply ? '' say David Ropeik , director of risk communication at the Harvard Center for risk analysis .	`` it be not zero , '' say David Ropeik , director of risk communication at the Harvard Center for risk analysis .	1.7500
during a scream match in 1999 , Carolyn tell John she be still sleep with Bergin .	she , in turn , occasionally tell John that she be still sleep with a ex-boyfriend , `` Baywatch '' hunk Michael Bergin .	3.0000
on the other hand , if this will help further establish Steve 's innocence , we welcome it . ''	if drain the pond in Maryland will further help establish Steve 's innocence , we welcome it . ''	3.2500
Fletcher say he expect to have the support of lawmaker from agricultural state , many of whom be on the committee .	he say he also expect to have the support of lawmaker from other agricultural state .	3.4000
seven 20 - and 21-year-old cadet be ticket by police for drinking alcohol in a off-campus hotel room early Saturday with two young woman , aged 16 and 18 .	seven 20 - and 21-year-old male cadet be catch in a off-campus hotel room early Saturday with two female teens , 16 and 18 year .	3.2000
such a step could put the issue before the UN security Council .	the matter could then be send to the U.N. Security Council .	2.8000
he plan to stay all day until the river crest , which be forecast for late last night .	he and the other lawyer plan to stay until the river start recede .	2.4000
the camp host summer religious retreat for child and other event year-round , accord to its web site .	the Saint Sophia Camp host religious retreat for child during the summer month as well as other event year round , accord to its web site .	3.4000
dealer say the single currency 's downward momentum against the dollar could pick up speed if it break below $ 1.15 .	dealer say the euro 's downward momentum may pick up speed should it break below $ 1.15 .	3.6000
Gemstar 's share gather up 2.6 percent , add 14 cent to $ 5.49 at the close .	Gemstar share move higher on the news , close up 2.6 percent at $ 5.49 on Nasdaq .	3.8000
along with chipmaker Intel , the company include Sony Corp. , Microsoft Corp. , Hewlett-Packard Co. , IBM Corp. , Gateway Inc. and Nokia Corp. .	along with chip maker Intel , the company include Sony , Microsoft , Hewlett-Packard , International Business Machines , Gateway , Nokia and other .	4.8000
Kroger Co. , which own Ralphs , and Albertsons Inc. bargain jointly with Safeway and lock out they union worker the next day .	in a show of corporate solidarity , Kroger Co. , which own Ralphs , and Albertson Inc. lock out they worker the next morning .	3.8000
accord to the Census Bureau , the hispanic population increase by 9.8 percent from the April 2000 census figure .	the hispanic population increase by 9.8 per cent from the April 2000 census figure , despite less favourable social and economic condition than in the 1990s .	3.3330
its share jump to $ 54.50 in pre-open trading from $ 50.90 at Wednesday 's close .	Shares jump almost 7 percent in pre-open trading , rise to $ 18.26 from $ 17.05 at Tuesday 's close .	2.5000
the Dow Jones industrial average < . dji > be off 58.69 point , or 0.64 percent , at 9,137.86 .	the Dow Jones industrial average . dji fall 79.43 point , or 0.86 percent , to 9,117.12 on Friday .	2.4000
he lawyer , Pamela MacKey , say Bryant expect to be completely exonerate .	`` Mr. Bryant be innocent and expect to be completely exonerate , '' Mackey say in a statement .	3.8000
it be the best advance since Oct. 1 , when the index gain 22.25 .	Standard & Poor 's 500 index rise 15.66 to 1,046.79 , its best advance since Oct. 1 , when it gain 22.25 .	3.0000
